service,course_id,user_id,task,subtask,author,comment_length
Abgabe,11,a0552107,1,6,someone002,902
Abgabe,11,a0552107,2,1,someone003,443
Abgabe,11,a0552107,2,7,someone003,607
Abgabe,11,a0552107,2,3,someone003,443
Abgabe,11,a0552107,3,8,someone002,510
Abgabe,11,a0552107,4,3,someone003,455
Abgabe,11,a0552107,5,3,someone002,446
Abgabe,11,a0552107,6,2,someone003,431
Abgabe,11,a0552107,7,7,someone002,446
Abgabe,11,a0552107,8,3,someone003,508
Abgabe,11,a0552107,9,1,someone002,446
Abgabe,11,a0552107,10,12,someone003,502
Abgabe,11,a0552107,11,1,someone002,632
Abgabe,11,a0552107,12,6,someone003,498
Abgabe,11,a9451075,1,15,someone002,544
Abgabe,11,a9451075,2,1,someone003,554
Abgabe,11,a9451075,3,10,someone002,446
Abgabe,11,a9451075,4,3,someone003,599
Abgabe,11,a9451075,4,9,someone003,446
Abgabe,11,a9451075,5,3,someone002,427
Abgabe,11,a9451075,6,3,someone003,425
Abgabe,11,a9451075,8,3,someone003,412
Abgabe,11,a0706829,1,9,someone002,699
Abgabe,11,a0706829,2,1,someone003,581
Abgabe,11,a0706829,2,3,someone003,745
Abgabe,11,a0706829,3,3,someone002,440
Abgabe,11,a0706829,9,1,someone002,427
Abgabe,11,a0949,1,6,someone002,514
Abgabe,11,a0949,2,1,someone003,554
Abgabe,11,a0949,2,3,someone003,520
Abgabe,11,a0949,3,4,someone002,446
Abgabe,11,a0949,4,2,someone003,431
Abgabe,11,a0949,6,3,someone003,645
Abgabe,11,a0949,8,5,someone003,483
Abgabe,11,a0949,9,6,someone002,433
Abgabe,11,a0949,11,1,someone002,446
Abgabe,11,a0949,12,2,someone003,494
Abgabe,11,a0949,13,1,someone002,446
Abgabe,11,a0726,1,11,someone002,426
Abgabe,11,a0726,2,3,someone003,431
Abgabe,11,a0726,3,13,someone002,426
Abgabe,11,a0726,4,3,someone003,777
Abgabe,11,a0726,5,3,someone002,486
Abgabe,11,a0726,6,3,someone003,425
Abgabe,11,a0726,7,12,someone002,427
Abgabe,11,a0726,8,4,someone003,494
Abgabe,11,a0726,9,11,someone002,427
Abgabe,11,a0726,10,5,someone003,757
Abgabe,11,a0726,11,1,someone002,415
Abgabe,11,a0726,12,8,someone003,430
Abgabe,11,a0726,13,1,someone002,427
Abgabe,11,a0800166,1,15,someone002,586
Abgabe,11,a0800166,2,3,someone003,437
Abgabe,11,a0800166,2,1,someone003,437
Abgabe,11,a0800166,3,4,someone002,503
Abgabe,11,a0800166,4,1,someone003,424
Abgabe,11,a0800166,5,3,someone002,446
Abgabe,11,a0800166,6,1,someone003,568
Abgabe,11,a0800166,7,15,someone002,427
Abgabe,11,a0800166,8,3,someone003,637
Abgabe,11,a0800166,9,15,someone002,550
Abgabe,11,a0800166,10,11,someone003,527
Abgabe,11,a0800166,11,11,someone002,510
Abgabe,11,a0800166,12,5,someone003,412
Abgabe,11,a0800166,13,1,someone002,440
Abgabe,11,a0900656,1,8,someone002,555
Abgabe,11,a0900656,2,3,someone003,431
Abgabe,11,a0900656,2,7,someone003,596
Abgabe,11,a0101,1,2,someone002,563
Abgabe,11,a0101,2,1,someone003,518
Abgabe,11,a0101,3,2,someone002,558
Abgabe,11,a0101,4,3,someone003,544
Abgabe,11,a0101,6,9,someone003,432
Abgabe,11,a0101,6,11,someone003,502
Abgabe,11,a0101,7,6,someone002,427
Abgabe,11,a0101,8,3,someone003,471
Abgabe,11,a0101,9,13,someone002,427
Abgabe,11,a0101,10,5,someone003,418
Abgabe,11,a0101,12,3,someone003,543
Abgabe,11,a0101,13,1,someone002,421
Abgabe,11,a0949,1,15,someone002,565
Abgabe,11,a0968379,1,15,someone002,514
Abgabe,11,a0968379,2,1,someone003,520
Abgabe,11,a0968379,2,3,someone003,562
Abgabe,11,a0968379,3,10,someone002,445
Abgabe,11,a0968379,4,11,someone003,503
Abgabe,11,a0968379,5,1,someone002,446
Abgabe,11,a0968379,6,3,someone003,437
Abgabe,11,a0968379,7,2,someone002,446
Abgabe,11,a0968379,8,4,someone003,443
Abgabe,11,a0968379,8,5,someone003,431
Abgabe,11,a0968379,9,13,someone002,433
Abgabe,11,a0968379,10,5,someone003,452
Abgabe,11,a0968379,12,1,someone003,433
Abgabe,11,a0968379,13,1,someone002,446
Abgabe,11,a9306,1,12,someone002,414
Abgabe,11,a9306,2,1,someone003,431
Abgabe,11,a0804792,1,1,someone002,508
Abgabe,11,a0804792,2,2,someone003,437
Abgabe,11,a0804792,3,3,someone002,446
Abgabe,11,a0804792,4,1,someone003,529
Abgabe,11,a0902602,1,4,someone002,508
Abgabe,11,a0902602,2,1,someone003,437
Abgabe,11,a0902602,2,3,someone003,437
Abgabe,11,a0902602,2,7,someone003,437
Abgabe,11,a0902602,3,2,someone002,529
Abgabe,11,a0902602,4,1,someone003,597
Abgabe,11,a0902602,5,2,someone002,595
Abgabe,11,a0738232,1,1,someone002,421
Abgabe,11,a0738232,2,7,someone003,706
Abgabe,11,a0738232,2,12,someone003,437
Abgabe,11,a0738232,3,4,someone002,446
Abgabe,11,a0738232,4,2,someone003,580
Abgabe,11,a0927617,1,5,someone002,583
Abgabe,11,a0927617,2,5,someone003,437
Abgabe,11,a0927617,3,4,someone002,446
Abgabe,11,a0927617,6,5,someone003,497
Abgabe,11,a0927617,7,9,someone002,510
Abgabe,11,a0927617,8,5,someone003,485
Abgabe,11,a0927617,9,1,someone002,446
Abgabe,11,a0927617,10,5,someone003,938
Abgabe,11,a0927617,11,5,someone002,479
Abgabe,11,a0927617,12,2,someone003,471
Abgabe,11,a0927617,13,1,someone002,548
Abgabe,11,a0848344,1,2,someone002,592
Abgabe,11,a0848344,2,3,someone003,581
Abgabe,11,a0848344,3,2,someone002,520
Abgabe,11,a0848344,4,3,someone003,418
Abgabe,11,a0848344,5,1,someone002,596
Abgabe,11,a0848344,6,3,someone003,425
Abgabe,11,a0848344,7,6,someone002,434
Abgabe,11,a0848344,9,4,someone002,446
Abgabe,11,a0848344,10,3,someone003,466
Abgabe,11,a0848344,11,1,someone002,559
Abgabe,11,a0848344,12,8,someone003,489
Abgabe,11,a0848344,13,1,someone002,450
Abgabe,11,a0949607,1,1,someone002,426
Abgabe,11,a0949607,2,14,someone003,442
Abgabe,11,a0705,1,2,someone002,508
Abgabe,11,a0726362,1,6,someone002,508
Abgabe,11,a0726362,2,3,someone003,431
Abgabe,11,a0726362,3,2,someone002,440
Abgabe,11,a0726362,9,1,someone002,427
Abgabe,11,a0726362,10,6,someone003,434
Abgabe,11,a0967736,1,1,someone002,508
Abgabe,11,a0967736,2,1,someone003,437
Abgabe,11,a0967736,2,3,someone003,425
Abgabe,11,a0967736,2,7,someone003,437
Abgabe,11,a0967736,3,4,someone002,552
Abgabe,11,a0967736,5,4,someone002,565
Abgabe,11,a0967736,6,3,someone003,431
Abgabe,11,a0967736,8,3,someone003,582
Abgabe,11,a0967736,9,4,someone002,427
Abgabe,11,a0967736,11,2,someone002,499
Abgabe,11,a0949077,1,15,someone002,497
Abgabe,11,a0949077,2,1,someone003,514
Abgabe,11,a0949077,2,3,someone003,660
Abgabe,11,a0949077,2,7,someone003,536
Abgabe,11,a0949077,3,13,someone002,426
Abgabe,11,a0949077,4,3,someone003,660
Abgabe,11,a0949077,6,9,someone003,425
Abgabe,11,a0949077,7,1,someone002,446
Abgabe,11,a0949077,8,3,someone003,560
Abgabe,11,a0949077,9,14,someone002,446
Abgabe,11,a0949077,10,5,someone003,1004
Abgabe,11,a0949077,11,5,someone002,427
Abgabe,11,a0949077,12,1,someone003,427
Abgabe,11,a0949077,12,2,someone003,643
Abgabe,11,a0949077,13,1,someone002,427
Abgabe,11,a0749417,1,11,someone002,508
Abgabe,11,a0749417,2,3,someone003,437
Abgabe,11,a0749417,3,1,someone002,516
Abgabe,11,a0749417,4,3,someone003,446
Abgabe,11,a0749417,6,5,someone003,431
Abgabe,11,a0749417,7,13,someone002,446
Abgabe,11,a0749417,8,2,someone003,505
Abgabe,11,a0867884,1,7,someone002,440
Abgabe,11,a0867884,2,3,someone003,438
Abgabe,11,a0867884,3,4,someone002,420
Abgabe,11,a0867884,4,3,someone003,545
Abgabe,11,a0867884,5,3,someone002,505
Abgabe,11,a0867884,6,3,someone003,425
Abgabe,11,a0867884,6,5,someone003,431
Abgabe,11,a0867884,7,9,someone002,497
Abgabe,11,a0867884,8,5,someone003,406
Abgabe,11,a0867884,9,1,someone002,440
Abgabe,11,a0867884,10,5,someone003,656
Abgabe,11,a0867884,11,1,someone002,542
Abgabe,11,a0927643,1,5,someone002,605
Abgabe,11,a0927643,2,12,someone003,599
Abgabe,11,a0927643,3,4,someone002,445
Abgabe,11,a0927643,6,5,someone003,431
Abgabe,11,a0927643,7,9,someone002,522
Abgabe,11,a0927643,8,5,someone003,479
Abgabe,11,a0927643,9,1,someone002,452
Abgabe,11,a0927643,10,5,someone003,938
Abgabe,11,a0927643,11,5,someone002,479
Abgabe,11,a0927643,12,2,someone003,471
Abgabe,11,a0927643,13,1,someone002,546
Abgabe,11,a0968174,1,1,someone002,508
Abgabe,11,a0968174,2,2,someone003,437
Abgabe,11,a0968174,3,2,someone002,446
Abgabe,11,a0968174,4,1,someone003,1537
Abgabe,11,a0968174,5,4,someone002,421
Abgabe,11,a0968174,6,9,someone003,425
Abgabe,11,a0968174,7,3,someone002,523
Abgabe,11,a0968174,8,3,someone003,596
Abgabe,11,a0968174,9,1,someone002,427
Abgabe,11,a0968174,10,7,someone003,1016
Abgabe,11,a0949,1,15,someone002,426
Abgabe,11,a0949,2,3,someone003,437
Abgabe,11,a0949,2,7,someone003,437
Abgabe,11,a0949,3,10,someone002,445
Abgabe,11,a0949,5,4,someone002,421
Abgabe,11,a0949,6,7,someone003,529
Abgabe,11,a0949,7,6,someone002,427
Abgabe,11,a0949,8,3,someone003,614
Abgabe,11,a0949,10,5,someone003,770
Abgabe,11,a0949,11,5,someone002,446
Abgabe,11,a0846907,1,2,someone002,508
Abgabe,11,a0846907,2,3,someone003,599
Abgabe,11,a0846907,3,2,someone002,577
Abgabe,11,a0900187,1,11,someone002,508
Abgabe,11,a0900187,2,3,someone003,425
Abgabe,11,a0900187,2,1,someone003,477
Abgabe,11,a0900187,3,8,someone002,426
Abgabe,11,a0900187,4,11,someone003,902
Abgabe,11,a0900187,4,3,someone003,501
Abgabe,11,a0900187,5,4,someone002,477
Abgabe,11,a0900187,6,3,someone003,419
Abgabe,11,a0900187,6,7,someone003,419
Abgabe,11,a0900187,6,2,someone003,418
Abgabe,11,a0900187,7,12,someone002,433
Abgabe,11,a0900187,8,3,someone003,594
Abgabe,11,a0900187,9,11,someone002,446
Abgabe,11,a0900187,10,6,someone003,616
Abgabe,11,a0900187,11,1,someone002,446
Abgabe,11,a0900187,12,7,someone003,643
Abgabe,11,a0900187,13,1,someone002,427
Abgabe,11,a0905002,1,11,someone002,508
Abgabe,11,a0905002,2,1,someone003,477
Abgabe,11,a0905002,2,3,someone003,436
Abgabe,11,a0905002,2,7,someone003,535
Abgabe,11,a0905002,3,2,someone002,483
Abgabe,11,a0905002,4,6,someone003,867
Abgabe,11,a0905002,5,4,someone002,538
Abgabe,11,a0905002,6,1,someone003,431
Abgabe,11,a0905002,7,6,someone002,446
Abgabe,11,a0905002,8,1,someone003,525
Abgabe,11,a0905002,9,1,someone002,517
Abgabe,11,a0905002,10,5,someone003,553
Abgabe,11,a0905002,11,1,someone002,524
Abgabe,11,a0900079,1,1,someone002,508
Abgabe,11,a0900079,2,1,someone003,520
Abgabe,11,a0900079,3,2,someone002,446
Abgabe,11,a0900079,5,4,someone002,421
Abgabe,11,a0900079,6,1,someone003,431
Abgabe,11,a0900079,7,8,someone002,446
Abgabe,11,a0900079,8,1,someone003,425
Abgabe,11,a0900079,9,1,someone002,446
Abgabe,11,a0849296,1,15,someone002,426
Abgabe,11,a0849485,1,6,someone002,502
Abgabe,11,a0849485,2,10,someone003,431
Abgabe,11,a0849485,3,8,someone002,420
Abgabe,11,a0849485,4,3,someone003,425
Abgabe,11,a0849485,6,1,someone003,406
Abgabe,11,a0849485,7,9,someone002,504
Abgabe,11,a0849485,8,2,someone003,406
Abgabe,11,a0849485,9,4,someone002,427
Abgabe,11,a0849485,10,5,someone003,418
Abgabe,11,a0849485,12,1,someone003,427
Abgabe,11,a0704,1,1,someone002,426
Abgabe,11,a0704,2,1,someone003,598
Abgabe,11,a0704,2,3,someone003,437
Abgabe,11,a0704,3,8,someone002,445
Abgabe,11,a0704,4,3,someone003,789
Abgabe,11,a0704,4,11,someone003,778
Abgabe,11,a0704,4,2,someone003,539
Abgabe,11,a0704,5,1,someone002,421
Abgabe,11,a0704,6,3,someone003,425
Abgabe,11,a0704,7,7,someone002,588
Abgabe,11,a0704,8,5,someone003,622
Abgabe,11,a0704,8,3,someone003,418
Abgabe,11,a0704,9,6,someone002,446
Abgabe,11,a0704,10,7,someone003,819
Abgabe,11,a0704,11,5,someone002,433
Abgabe,11,a0704,12,2,someone003,437
Abgabe,11,a0901633,1,6,someone002,508
Abgabe,11,a0901633,2,3,someone003,562
Abgabe,11,a0901633,3,1,someone002,535
Abgabe,11,a0901633,4,1,someone003,418
Abgabe,11,a0901633,5,4,someone002,526
Abgabe,11,a0901633,6,3,someone003,418
Abgabe,11,a0901633,7,8,someone002,440
Abgabe,11,a0901633,8,5,someone003,425
Abgabe,11,a0901633,9,1,someone002,446
Abgabe,11,a0901633,10,5,someone003,510
Abgabe,11,a0901633,11,11,someone002,477
Abgabe,11,a0948571,1,1,someone002,508
Abgabe,11,a0948571,2,3,someone003,431
Abgabe,11,a0948571,2,7,someone003,639
Abgabe,11,a0948571,3,15,someone002,552
Abgabe,11,a0948571,4,8,someone003,783
Abgabe,11,a0948571,4,1,someone003,538
Abgabe,11,a0948571,5,1,someone002,506
Abgabe,11,a0748908,1,1,someone002,508
Abgabe,11,a0748908,2,1,someone003,520
Abgabe,11,a0748908,2,3,someone003,520
Abgabe,11,a0748908,3,4,someone002,525
Abgabe,11,a0748908,4,3,someone003,609
Abgabe,11,a0748908,5,1,someone002,434
Abgabe,11,a0748908,6,1,someone003,425
Abgabe,11,a0748908,8,4,someone003,424
Abgabe,11,a0748908,10,5,someone003,443
Abgabe,11,a0808425,1,6,someone002,495
Abgabe,11,a0808425,2,1,someone003,642
Abgabe,11,a0808425,2,7,someone003,599
Abgabe,11,a0808425,3,2,someone002,446
Abgabe,11,a0808425,4,3,someone003,579
Abgabe,11,a0808425,6,3,someone003,425
Abgabe,11,a0808425,7,8,someone002,446
Abgabe,11,a0748762,1,5,someone002,508
Abgabe,11,a0748762,2,1,someone003,610
Abgabe,11,a0748762,2,3,someone003,586
Abgabe,11,a0748762,2,7,someone003,798
Abgabe,11,a0748762,3,8,someone002,633
Abgabe,11,a0748762,4,3,someone003,644
Abgabe,11,a0748762,5,1,someone002,511
Abgabe,11,a0748762,6,3,someone003,418
Abgabe,11,a0748762,8,4,someone003,424
Abgabe,11,a0748762,9,13,someone002,446
Abgabe,11,a0900706,1,2,someone002,508
Abgabe,11,a0900706,2,3,someone003,419
Abgabe,11,a0900706,3,8,someone002,462
Abgabe,11,a0900706,4,11,someone003,794
Abgabe,11,a0900706,5,1,someone002,427
Abgabe,11,a0906803,1,7,someone002,508
Abgabe,11,a0906803,2,1,someone003,437
Abgabe,11,a0906803,2,3,someone003,437
Abgabe,11,a0906803,3,1,someone002,494
Abgabe,11,a0906803,4,1,someone003,446
Abgabe,11,a0906803,5,3,someone002,446
Abgabe,11,a0906803,7,8,someone002,440
Abgabe,11,a0906803,8,3,someone003,984
Abgabe,11,a0906803,9,13,someone002,446
Abgabe,11,a0906803,10,5,someone003,446
Abgabe,11,a0906803,11,1,someone002,446
Abgabe,11,a0906803,12,3,someone003,425
Abgabe,11,a0906803,13,1,someone002,446
Abgabe,11,a0909263,1,6,someone002,508
Abgabe,11,a0948108,1,15,someone002,508
Abgabe,11,a0948108,2,12,someone003,437
Abgabe,11,a0948108,3,2,someone002,514
Abgabe,11,a0948108,4,13,someone003,412
Abgabe,11,a0948108,5,4,someone002,427
Abgabe,11,a0948108,6,1,someone003,425
Abgabe,11,a0948108,7,8,someone002,472
Abgabe,11,a0948108,8,5,someone003,412
Abgabe,11,a0948108,9,1,someone002,490
Abgabe,11,a0948108,10,5,someone003,440
Abgabe,11,a0948108,11,5,someone002,427
Abgabe,11,a0948108,12,7,someone003,419
Abgabe,11,a0609260,1,2,someone002,508
Abgabe,11,a0609260,2,1,someone003,514
Abgabe,11,a0609260,3,4,someone002,506
Abgabe,11,a0609260,4,3,someone003,523
Abgabe,11,a0609260,5,1,someone002,446
Abgabe,11,a0848961,1,1,someone002,508
Abgabe,11,a0848961,2,3,someone003,437
Abgabe,11,a0848961,3,4,someone002,452
Abgabe,11,a0848961,4,1,someone003,443
Abgabe,11,a0848961,5,3,someone002,507
Abgabe,11,a0848961,6,1,someone003,431
Abgabe,11,a0848961,8,3,someone003,522
Abgabe,11,a0848961,9,15,someone002,555
Abgabe,11,a9806,1,1,someone002,502
Abgabe,11,a9806,2,1,someone003,419
Abgabe,11,a9806,2,3,someone003,437
Abgabe,11,a9806,2,7,someone003,687
Abgabe,11,a9806,3,2,someone002,446
Abgabe,11,a9806,4,1,someone003,662
Abgabe,11,a9806,5,2,someone002,427
Abgabe,11,a9806,6,3,someone003,425
Abgabe,11,a9806,7,13,someone002,580
Abgabe,11,a9806,8,5,someone003,425
Abgabe,11,a9806,9,4,someone002,446
Abgabe,11,a9806,11,9,someone002,446
Abgabe,11,a0702785,1,8,someone002,420
Abgabe,11,a0702785,2,8,someone003,431
Abgabe,11,a0702785,3,4,someone002,421
Abgabe,11,a0702785,4,14,someone003,506
Abgabe,11,a0702785,5,3,someone002,421
Abgabe,11,a0702785,6,12,someone003,419
Abgabe,11,a0702785,7,12,someone002,421
Abgabe,11,a0702785,8,3,someone003,406
Abgabe,11,a0702785,9,1,someone002,421
Abgabe,11,a0702785,10,11,someone003,418
Abgabe,11,a0702785,11,11,someone002,471
Abgabe,11,a0702785,12,1,someone003,441
Abgabe,11,a0848445,1,15,someone002,516
Abgabe,11,a0848445,2,2,someone003,437
Abgabe,11,a0848445,3,9,someone002,526
Abgabe,11,a0848445,4,3,someone003,652
Abgabe,11,a0848445,5,4,someone002,575
Abgabe,11,a0848445,6,3,someone003,418
Abgabe,11,a0848445,7,9,someone002,477
Abgabe,11,a0848445,8,3,someone003,659
Abgabe,11,a0848445,9,1,someone002,446
Abgabe,11,a0848445,10,5,someone003,628
Abgabe,11,a0848445,11,1,someone002,566
Abgabe,11,a0900699,1,1,someone002,508
Abgabe,11,a0900699,3,2,someone002,472
Abgabe,11,a0648027,1,15,someone002,508
Abgabe,11,a0648027,2,1,someone003,520
Abgabe,11,a0648027,2,3,someone003,510
Abgabe,11,a0648027,2,7,someone003,437
Abgabe,11,a0648027,3,10,someone002,433
Abgabe,11,a0648027,4,3,someone003,675
Abgabe,11,a0648027,4,1,someone003,424
Abgabe,11,a0648027,5,4,someone002,421
Abgabe,11,a0648027,6,3,someone003,431
Abgabe,11,a0648027,6,5,someone003,425
Abgabe,11,a0648027,7,9,someone002,526
Abgabe,11,a0648027,8,2,someone003,499
Abgabe,11,a0648027,9,13,someone002,446
Abgabe,11,a0648027,10,5,someone003,629
Abgabe,11,a0648027,11,9,someone002,560
Abgabe,11,a0648027,13,1,someone002,446
Abgabe,11,a0800759,1,15,someone002,508
Abgabe,11,a0800759,2,15,someone003,437
Abgabe,11,a0800759,3,2,someone002,440
Abgabe,11,a0800759,4,15,someone003,708
Abgabe,11,a0800759,6,5,someone003,506
Abgabe,11,a0800759,7,6,someone002,446
Abgabe,11,a0800759,8,3,someone003,609
Abgabe,11,a0800759,9,15,someone002,433
Abgabe,11,a0800759,10,13,someone003,711
Abgabe,11,a0800759,11,8,someone002,446
Abgabe,11,a0800759,12,9,someone003,1023
Abgabe,11,a0411651,1,15,someone002,511
Abgabe,11,a0411651,2,1,someone003,520
Abgabe,11,a0411651,3,4,someone002,421
Abgabe,11,a0411651,6,1,someone003,425
Abgabe,11,a0411651,7,12,someone002,446
Abgabe,11,a0411651,8,3,someone003,949
Abgabe,11,a0411651,9,14,someone002,440
Abgabe,11,a0411651,10,1,someone003,514
Abgabe,11,a0411651,11,5,someone002,478
Abgabe,11,a0411651,12,1,someone003,503
Abgabe,11,a0805766,2,3,someone003,437
Abgabe,11,a0846739,2,3,someone003,437
Abgabe,11,a0846739,3,2,someone002,426
Abgabe,11,a0846739,4,1,someone003,909
Abgabe,11,a0846739,5,4,someone002,427
Abgabe,11,a0806960,2,3,someone003,437
Abgabe,11,a0846867,2,8,someone003,437
Abgabe,11,a0846867,3,2,someone002,432
Abgabe,11,a0846867,6,3,someone003,525
Abgabe,7,a0902209,1,1,someone004,649
Abgabe,7,a0902209,1,2,someone004,1189
Abgabe,7,a0902209,1,4,someone004,518
Abgabe,7,a0902209,1,6,someone004,606
Abgabe,7,a0902209,1,10,someone004,545
Abgabe,7,a0902209,1,11,someone004,626
Abgabe,7,a0902209,1,13,someone004,596
Abgabe,7,a0902209,1,14,someone004,581
Abgabe,7,a0902209,1,15,someone004,581
Abgabe,7,a0902209,2,1,someone004,616
Abgabe,7,a0902209,2,2,someone004,929
Abgabe,7,a0902209,2,3,someone004,614
Abgabe,7,a0902209,2,4,someone004,554
Abgabe,7,a0902209,2,11,someone004,471
Abgabe,7,a0902209,2,12,someone004,453
Abgabe,7,a0902209,2,13,someone004,368
Abgabe,7,a0902209,3,2,someone004,823
Abgabe,7,a0625655,1,1,someone004,715
Abgabe,7,a0625655,1,2,someone004,633
Abgabe,7,a0625655,1,3,someone004,633
Abgabe,7,a0625655,1,4,someone004,643
Abgabe,7,a0625655,1,6,someone004,587
Abgabe,7,a0625655,2,1,someone004,957
Abgabe,7,a0625655,2,12,someone004,993
Abgabe,7,a0625655,2,4,someone004,501
Abgabe,7,a0625655,2,7,someone004,743
Abgabe,7,a0625655,2,11,someone004,447
Abgabe,7,a0625655,3,2,someone004,973
Abgabe,7,a0625655,3,5,someone004,506
Abgabe,7,a0625655,3,15,someone004,784
Abgabe,7,a0625655,15,3,someone004,439
Abgabe,7,a0625655,6,3,someone004,542
Abgabe,7,a0625655,7,9,someone004,604
Abgabe,7,a0625655,16,3,someone004,2752
Abgabe,7,a0625655,8,6,someone004,511
Abgabe,7,a0625655,9,8,someone004,1467
Abgabe,7,a0625655,10,3,someone004,933
Abgabe,7,a0625655,17,6,someone004,746
Abgabe,7,a0609887,1,1,someone004,710
Abgabe,7,a0609887,1,2,someone004,701
Abgabe,7,a0609887,1,3,someone004,644
Abgabe,7,a0609887,1,4,someone004,573
Abgabe,7,a0609887,1,5,someone004,677
Abgabe,7,a0609887,1,6,someone004,745
Abgabe,7,a0609887,1,11,someone004,707
Abgabe,7,a0609887,1,7,someone004,559
Abgabe,7,a0609887,1,10,someone004,451
Abgabe,7,a0609887,1,13,someone004,441
Abgabe,7,a0609887,1,15,someone004,766
Abgabe,7,a0609887,2,10,someone004,352
Abgabe,7,a0609887,3,2,someone004,721
Abgabe,7,a0609887,3,4,someone004,491
Abgabe,7,a0609887,3,6,someone004,562
Abgabe,7,a0609887,5,11,someone004,785
Abgabe,7,a0609887,5,15,someone004,925
Abgabe,7,a0609887,15,3,someone004,1041
Abgabe,7,a0609887,6,9,someone004,1653
Abgabe,7,a0609887,7,3,someone004,2599
Abgabe,7,a0609887,16,3,someone004,575
Abgabe,7,a0609887,10,2,someone004,844
Abgabe,7,a0901130,1,1,someone004,691
Abgabe,7,a0901130,1,13,someone004,539
Abgabe,7,a0901130,1,15,someone004,502
Abgabe,7,a0901130,2,1,someone004,660
Abgabe,7,a0901130,2,2,someone004,564
Abgabe,7,a0901130,2,3,someone004,521
Abgabe,7,a0901130,2,8,someone004,471
Abgabe,7,a0901130,2,10,someone004,459
Abgabe,7,a0901130,2,11,someone004,441
Abgabe,7,a0901130,3,4,someone004,570
Abgabe,7,a0901130,3,2,someone004,759
Abgabe,7,a0901130,3,5,someone004,526
Abgabe,7,a0901130,3,6,someone004,604
Abgabe,7,a0901130,3,7,someone004,819
Abgabe,7,a0901130,5,1,someone004,515
Abgabe,7,a0901130,5,3,someone004,265
Abgabe,7,a0901130,5,8,someone004,867
Abgabe,7,a0901130,15,3,someone004,618
Abgabe,7,a0901130,15,4,someone004,824
Abgabe,7,a0901130,6,1,someone004,496
Abgabe,7,a0901130,7,8,someone004,911
Abgabe,7,a0901130,7,9,someone004,752
Abgabe,7,a0901130,16,3,someone004,1001
Abgabe,7,a0901130,8,9,someone004,824
Abgabe,7,a0901130,9,5,someone004,858
Abgabe,7,a0901130,9,7,someone004,1495
Abgabe,7,a0901130,10,5,someone004,1881
Abgabe,7,a0808364,1,1,someone004,575
Abgabe,7,a0808364,1,15,someone004,836
Abgabe,7,a0808364,3,2,someone004,813
Abgabe,7,a0808364,5,3,someone004,650
Abgabe,7,a0908037,1,1,someone004,763
Abgabe,7,a0908037,1,2,someone004,655
Abgabe,7,a0908037,1,4,someone004,516
Abgabe,7,a0908037,1,5,someone004,747
Abgabe,7,a0908037,1,6,someone004,459
Abgabe,7,a0908037,1,7,someone004,645
Abgabe,7,a0908037,1,3,someone004,610
Abgabe,7,a0908037,2,12,someone004,508
Abgabe,7,a0908037,3,4,someone004,583
Abgabe,7,a0908037,5,1,someone004,958
Abgabe,7,a0908037,5,11,someone004,375
Abgabe,7,a0908037,15,3,someone004,542
Abgabe,7,a0908037,6,1,someone004,763
Abgabe,7,a0908037,7,9,someone004,759
Abgabe,7,a0908037,16,3,someone004,952
Abgabe,7,a0908037,8,5,someone004,619
Abgabe,7,a0908037,9,7,someone004,527
Abgabe,7,a0906419,1,1,someone004,747
Abgabe,7,a0906419,1,13,someone004,555
Abgabe,7,a0906419,2,1,someone004,1037
Abgabe,7,a0906419,2,12,someone004,441
Abgabe,7,a0906419,3,2,someone004,567
Abgabe,7,a0906419,5,11,someone004,751
Abgabe,7,a0906419,6,1,someone004,642
Abgabe,7,a0906419,7,12,someone004,464
Abgabe,7,a0906419,16,5,someone004,439
Abgabe,7,a0906419,8,1,someone004,454
Abgabe,7,a0906419,9,5,someone004,497
Abgabe,7,a0907843,1,1,someone004,700
Abgabe,7,a0907843,1,4,someone004,550
Abgabe,7,a0907843,1,5,someone004,573
Abgabe,7,a0907843,1,15,someone004,983
Abgabe,7,a0907843,1,13,someone004,526
